Date,Mode,Category,Subcategory,Note,Amount,Type,Currency
2016-11-19,Cash,Food,beverage,lemon juice ( 20/person),40.0,Expense,INR
2016-11-19,Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),338.0,Expense,INR
2016-11-19,Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),100.0,Expense,INR
2016-11-19,Cash,Transportation,auto,share auto - Place H to Place T base (20/person),40.0,Expense,INR
2016-11-19,Cash,Transportation,Bus,bus - brc to Place H ( 27/person),54.0,Expense,INR
2016-11-19,Cash,Transportation,auto,within city,80.0,Expense,INR
2016-11-17,Cash,Food,snacks,single pav vada,10.0,Expense,INR
2016-11-15,Cash,Food,Grocery,lemons,20.0,Expense,INR
2016-11-15,Cash,Food,fruits,apple + mosambi 1kg each,180.0,Expense,INR
2016-11-14,Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0,Expense,INR
2016-11-14,Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,Expense,INR
2016-11-12,Cash,Health,Medicine,mouth fresh,55.0,Expense,INR
2016-11-12,Cash,Food,snacks,Bombay vada pav,10.0,Expense,INR
2016-11-10,Cash,Transportation,auto,Permanent Residence to Bandhu prem,40.0,Expense,INR
2016-11-10,Saving Bank account 1,Investment,RD,RD,1000.0,Expense,INR
2016-11-10,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-11-08,Saving Bank account 1,subscription,Netflix,1 month subscription,199.0,Expense,INR
2016-11-07,Cash,Food,Eating out,ice cream,45.0,Expense,INR
2016-11-05,Cash,Transportation,auto,Permanent Residence to hospital,30.0,Expense,INR
2016-11-05,Saving Bank account 1,Investment,RD,RD,1000.0,Expense,INR
2016-11-04,Cash,Festivals,Diwali,firecracker,50.0,Expense,INR
2016-11-03,Cash,Food,Grocery,butter + frozen vatana+ 9 pan,240.0,Expense,INR
2016-11-03,Saving Bank account 1,Health,Medicine,medicine,700.0,Expense,INR
2016-11-02,Cash,Grooming,Saloon,cutting + shaving,80.0,Expense,INR
2016-11-01,Cash,Festivals,Diwali,firecracker,450.0,Expense,INR
2016-11-01,Cash,Food,fruits,mosambi 1kg,50.0,Expense,INR
2016-10-31,Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR
2016-10-28,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR
2016-10-28,Cash,Transportation,auto,Permanent Residence to pathology,40.0,Expense,INR
2016-10-27,Saving Bank account 1,Family,gift,Undated Planner - June shop,1119.2,Expense,INR
2016-10-27,Cash,Food,Grocery,mehndi,25.0,Expense,INR
2016-10-27,Cash,Food,fruits,apple + mosambi 1kg each,170.0,Expense,INR
2016-10-25,Cash,Food,snacks,egg roll,25.0,Expense,INR
2016-10-24,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,Expense,INR
2016-10-22,Cash,Food,Grocery,Khari,35.0,Expense,INR
2016-10-22,Cash,Food,Eating out,pav vada,20.0,Expense,INR
2016-10-17,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215.0,Expense,INR
2016-10-14,Saving Bank account 1,Food,Grocery,sugar + biscuits,120.0,Expense,INR
2016-10-13,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
2016-10-12,Saving Bank account 1,Food,Grocery,coconut,150.0,Expense,INR
2016-10-10,Cash,Food,Grocery,apple half kg+ mixer repair+flowers,100.0,Expense,INR
2016-10-09,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
2016-10-09,Saving Bank account 1,Transportation,auto,Permanent Residence to hospital to n fro,80.0,Expense,INR
2016-10-09,Saving Bank account 1,Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90.0,Expense,INR
2016-10-08,Saving Bank account 1,Beauty,grooming,razor,174.0,Expense,INR
2016-10-07,Saving Bank account 1,subscription,Netflix,1 month subscription,199.0,Expense,INR
2016-10-01,Cash,Festivals,Navratri,vargini,200.0,Expense,INR
2016-09-15,Cash,Food,Grocery,chocobar+milk+chips,95.0,Expense,INR
2016-09-14,Saving Bank account 1,Family,gift,baggit purse,437.0,Expense,INR
2016-09-13,Cash,Food,snacks,brownie,70.0,Expense,INR
2016-09-13,Saving Bank account 1,Food,Eating out,riverdine date,845.0,Expense,INR
2016-09-12,Cash,Food,Grocery,bread,35.0,Expense,INR
2016-09-12,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
2016-09-12,Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,20.0,Expense,INR
2016-09-11,Cash,Food,Grocery,badishop,70.0,Expense,INR
2016-09-11,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2016-09-11,Cash,Transportation,auto,meghdoot to plaza,20.0,Expense,INR
2016-09-09,Cash,Food,Milk,1lit buffalo milk,70.0,Expense,INR
2016-09-08,Saving Bank account 1,Food,beverage,cold coffee,30.0,Expense,INR
2016-09-08,Cash,Food,Grocery,bread,20.0,Expense,INR
2016-09-07,Cash,Food,Eggs,1 dozen,72.0,Expense,INR
2016-09-06,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,598.5,Expense,INR
2016-09-01,Saving Bank account 1,Transportation,Travels,Place 2 to mum,750.0,Expense,INR
2016-08-29,Cash,Festivals,Ganesh Pujan,Ganesh idol,361.0,Expense,INR
2016-08-29,Cash,Household,Kitchen,boric powder,40.0,Expense,INR
2016-08-29,Saving Bank account 1,Household,Toiletries,lizol,98.0,Expense,INR
2016-08-24,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
2016-08-22,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
2016-08-14,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
2016-08-11,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-08-07,Saving Bank account 1,Family,exam fee,PET Psychology,750.0,Expense,INR
2016-08-04,Saving Bank account 1,Family,misc,ipad cover,260.0,Expense,INR
2016-07-20,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,Expense,INR
2016-07-13,Cash,Health,Medicine,citrizen + crocine,10.0,Expense,INR
2016-07-12,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-07-07,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-07-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-07-01,Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,2599.0,Expense,INR
2016-06-27,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR
2016-06-23,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995.0,Expense,INR
2016-06-22,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,Expense,INR
2016-06-20,Saving Bank account 1,Food,snacks,icecream,140.0,Expense,INR
2016-06-19,Saving Bank account 1,Food,Grocery,grocery,600.0,Expense,INR
2016-06-19,Saving Bank account 1,Family,exam fee,Family exam form,905.0,Expense,INR
2016-06-10,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-06-07,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-06-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-06-05,Cash,Food,Grocery,biscuits + medicine,68.0,Expense,INR
2016-06-01,Cash,Food,Water,1 Jar,25.0,Expense,INR
2016-05-31,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50.0,Expense,INR
2016-05-29,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,Expense,INR
2016-05-22,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120.0,Expense,INR
2016-05-22,Cash,Transportation,auto,Permanent Residence to nearby hospital,40.0,Expense,INR
2016-05-19,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180.0,Expense,INR
2016-05-17,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-05-10,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-05-07,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-05-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-04-28,Saving Bank account 1,subscription,Hotstar,subscription,299.0,Expense,INR
2016-04-26,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR
2016-04-24,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-04-16,Cash,Household,Toiletries,sensodyne toothbrush,50.0,Expense,INR
2016-04-12,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-04-07,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-04-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-04-03,Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,300.0,Expense,INR
2016-04-02,Cash,Food,beverage,rasna orange,20.0,Expense,INR
2016-04-02,Cash,Transportation,auto,LB road to Permanent Residence,50.0,Expense,INR
2016-03-22,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-03-20,Cash,Food,Grocery,sambhar masala,35.0,Expense,INR
2016-03-15,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-03-11,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60.0,Expense,INR
2016-03-11,Cash,Education,School supplies,Gel pens,20.0,Expense,INR
2016-03-10,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-03-08,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-03-06,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-03-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-02-28,Saving Bank account 1,Food,snacks,biscuits,70.0,Expense,INR
2016-02-28,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
2016-02-28,Saving Bank account 1,Food,snacks, pedhe,100.0,Expense,INR
2016-02-27,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-02-27,Saving Bank account 1,Food,snacks, pedhe,50.0,Expense,INR
2016-02-24,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2016-02-22,Cash,Food,snacks,5star (2)+munch(2),40.0,Expense,INR
2016-02-22,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-02-20,Cash,Food,Grocery,biscuits,85.0,Expense,INR
2016-02-14,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,INR
2016-02-13,Cash,Transportation,auto,within city,40.0,Expense,INR
2016-02-13,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80.0,Expense,INR
2016-02-10,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-02-08,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-02-08,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-02-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-01-26,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2016-01-22,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-01-12,Cash,Apparel,Footwear,slippers,200.0,Expense,INR
2016-01-11,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-01-10,Cash,Household,Kitchen,chalk for ants,15.0,Expense,INR
2016-01-09,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-01-07,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-01-05,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-01-05,Cash,Transportation,auto,grandparents to Permanent Residence,30.0,Expense,INR
2015-12-30,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,Expense,INR
2015-12-25,Saving Bank account 1,Apparel,Footwear,sliper,270.0,Expense,INR
2015-12-25,Cash,Household,Kitchen,dustbin bags,50.0,Expense,INR
2015-12-19,Saving Bank account 1,Health,Medicine,hand sanitizer,220.0,Expense,INR
2015-12-19,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235.0,Expense,INR
2015-12-12,Saving Bank account 1,Transportation,auto,within city,50.0,Expense,INR
2015-12-11,Cash,Transportation,auto,station to Permanent Residence,100.0,Expense,INR
2015-12-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-12-05,Cash,Food,snacks,Cadbury 2 + chips 2,90.0,Expense,INR
2015-12-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-12-02,Cash,Apparel,Footwear,Kolhapuri chappal,325.0,Expense,INR
2015-12-01,Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,773.0,Expense,INR
2015-11-27,Cash,Food,snacks,egg roll,25.0,Expense,INR
2015-11-21,Cash,Food,Eggs,1 dozen,84.0,Expense,INR
2015-11-12,Cash,Food,Eating out,egg roll,25.0,Expense,INR
2015-11-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-11-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-11-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-11-05,Cash,Food,Dinner,12 eggs,84.0,Expense,INR
2015-11-03,Cash,Transportation,auto,Permanent Residence to nearby  hospital,40.0,Expense,INR
2015-11-01,Cash,Transportation,auto,Locality V to Permanent Residence,70.0,Expense,INR
2015-10-31,Cash,Food,snacks,water bottle + khari sing,70.0,Expense,INR
2015-10-31,Cash,Transportation,auto,b45 to Pandya bridge,71.0,Expense,INR
2015-10-31,Cash,Food,snacks,sweats,250.0,Expense,INR
2015-10-31,Cash,Health,Health,face mask,150.0,Expense,INR
2015-10-31,Cash,Transportation,auto,golden circle to b45,180.0,Expense,INR
2015-10-30,Cash,Beauty,grooming,hair cut,50.0,Expense,INR
2015-10-30,Cash,Transportation,auto,Permanent Residence to kacheri,30.0,Expense,INR
2015-10-29,Saving Bank account 1,Transportation,Bus,redbus - brc to Place 2,665.0,Expense,INR
2015-10-28,Cash,Transportation,Bus,Place 2 to brc travels,660.0,Expense,INR
2015-10-25,Cash,Household,Kitchen,Sapat Parivar Tea half kg,240.0,Expense,INR
2015-10-24,Cash,Household,Appliances,plumber,100.0,Expense,INR
2015-10-23,Cash,Transportation,auto,mandir to hospital,20.0,Expense,INR
2015-10-18,Saving Bank account 1,Apparel,Clothing,belt + socs,1479.0,Expense,INR
2015-10-18,Saving Bank account 1,Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,Expense,INR
2015-10-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-10-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-10-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-10-02,Saving Bank account 1,Food,beverage,cold coffee,420.0,Expense,INR
2015-09-28,Cash,Health,Health,6 pairs of use and throw gloves,120.0,Expense,INR
2015-09-28,Cash,Health,Health,2 n95 masks,300.0,Expense,INR
2015-09-11,Saving Bank account 1,Food,Lunch,chicken lollypop + biryani,379.0,Expense,INR
2015-09-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-09-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-09-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-08-14,Saving Bank account 1,Household,Kitchen,mixer Philips 7756,3499.0,Expense,INR
2015-08-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-08-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-08-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-07-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-07-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-07-06,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-06-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-06-08,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-06-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-05-31,Saving Bank account 1,Household,Appliances,electricity bill,2671.0,Expense,INR
2015-05-17,Saving Bank account 1,Transportation,Taxi,BR to mumbai,6000.0,Expense,INR
2015-05-16,Cash,Food,fruits,bananas 1 kg,20.0,Expense,INR
2015-05-16,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-15,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-13,Cash,Health,Health,N95 mask,250.0,Expense,INR
2015-05-13,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-12,Cash,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-11,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-05-11,Cash,Food,Grocery,onions,20.0,Expense,INR
2015-05-11,Cash,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-10,Cash,Household,Toiletries,sensodyne rapid fire,160.0,Expense,INR
2015-05-09,Cash,Health,Health,hand sanitizer + surgical gloves,290.0,Expense,INR
2015-05-09,Cash,Food,Milk,milk half shakti,52.0,Expense,INR
2015-05-09,Cash,Food,Grocery,gobi,20.0,Expense,INR
2015-05-08,Cash,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-05-06,Cash,Health,Medicine,Limcee+,70.0,Expense,INR
2015-05-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-05-05,Cash,Food,Grocery,methi + palak,100.0,Expense,INR
2015-05-05,Cash,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-02,Cash,Food,Milk,milk half shakti,28.0,Expense,INR
2015-05-01,Cash,Food,Grocery,dahi,20.0,Expense,INR
2015-04-28,Cash,Food,Milk,milk half gold,28.0,Expense,INR
2015-04-26,Saving Bank account 1,Food,Grocery,eggs + bread,110.0,Expense,INR
2015-04-26,Saving Bank account 1,Food,Dinner,srikhand,114.0,Expense,INR
2015-04-24,Saving Bank account 1,Food,Grocery,snacks + veggie,420.0,Expense,INR
2015-04-23,Cash,Food,Milk,milk half gold,56.0,Expense,INR
2015-04-18,Saving Bank account 1,Food,Grocery,snacks,324.0,Expense,INR
2015-04-13,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-04-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-04-06,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-04-01,Cash,Food,Grocery,toothbrush + biscuits,50.0,Expense,INR
2015-03-29,Cash,Health,Medicine,kala hit,269.0,Expense,INR
2015-03-20,Cash,Apparel,Laundry,dry cleaning,100.0,Expense,INR
2015-03-20,Credit Card,Health,Hospital,dentist check-up,3700.0,Expense,INR
2015-03-19,Cash,Household,Kitchen,cooker ring,50.0,Expense,INR
2015-03-18,Cash,Food,snacks,samosa+tea+veg cheese grill sandwich,53.0,Expense,INR
2015-03-18,Cash,Food,Lunch,dal fry and chapati,25.0,Expense,INR
2015-03-18,Cash,Food,breakfast,aloo paratha,20.0,Expense,INR
2015-03-16,Cash,Health,Hospital,dentist check-up,1000.0,Expense,INR
2015-03-15,Cash,Apparel,Clothing,altering,30.0,Expense,INR
2015-03-15,Cash,Food,Milk,shakti + bread,36.0,Expense,INR
2015-03-14,Cash,Apparel,Laundry,ironing,40.0,Expense,INR
2015-03-13,Cash,Transportation,auto,to office,10.0,Expense,INR
2015-03-12,Credit Card,Health,Hospital,root canal due,1900.0,Expense,INR
2015-03-10,Saving Bank account 1,Transportation,train,train - ddr to brc cancellation charges,11.8,Expense,INR
2015-03-10,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-03-10,Saving Bank account 1,Transportation,train,train - brc to ddr cancellation charges,11.8,Expense,INR
2015-03-10,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
2015-03-10,Cash,Transportation,auto,Current Residence to Place 0,10.0,Expense,INR
2015-03-10,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
2015-03-07,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-03-06,Cash,Transportation,auto,B45 to brc,10.0,Expense,INR
2015-03-06,Cash,Food,beverage,orange juice,25.0,Expense,INR
2015-03-06,Cash,Transportation,auto,to office,10.0,Expense,INR
2015-03-05,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-03-04,Cash,Food,beverage,mosambi juice,25.0,Expense,INR
2015-03-03,Cash,Health,Medicine,painkillers,82.0,Expense,INR
2015-03-03,Cash,Health,Hospital,root canal advance,3000.0,Expense,INR
2015-03-02,Cash,Health,Medicine,painkillers,226.0,Expense,INR
2015-03-02,Cash,Health,Hospital,dentist check-up,300.0,Expense,INR
2015-03-02,Cash,Food,Lunch,canteen lunch,25.0,Expense,INR
2015-03-02,Cash,Transportation,auto,to office,10.0,Expense,INR
2015-03-02,Cash,Food,breakfast,2 uttapam,40.0,Expense,INR
2015-03-01,Cash,Food,fruits,bananas,20.0,Expense,INR
2015-03-01,Cash,Food,Dinner,At restaurant,80.0,Expense,INR
2015-03-01,Saving Bank account 1,Food,Lunch,chicken manchow soup,88.0,Expense,INR
2015-02-28,Cash,Food,Lunch,chicken thali,55.0,Expense,INR
2015-02-26,Cash,Transportation,auto,office to vasna road,60.0,Expense,INR
2015-02-26,Cash,Food,Grocery,eggs,30.0,Expense,INR
2015-02-24,Cash,Food,Grocery,vegetable,160.0,Expense,INR
2015-02-24,Cash,Transportation,auto,ola auto - BRC to b45,66.0,Expense,INR
2015-02-23,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
2015-02-23,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
2015-02-23,Cash,Apparel,Footwear,shoe polish,20.0,Expense,INR
2015-02-23,Credit Card,Transportation,train,to and fro Mum to BRC,526.0,Expense,INR
2015-02-19,Cash,Health,Health,face mask,45.0,Expense,INR
2015-02-19,Cash,Health,Medicine,koflet,34.0,Expense,INR
